Open /dev/ttyACM1 success.
Listener (fd=4) was added to epoll.
Frame Seq, Obj_index, x, y, z, velocity, snr, noise
1136, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 164, 506
Frame 1137: DetectedObjs=4 : numTLVs=5
1137, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1137, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 708
1137, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 292, 571
1137, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 162, 498
Frame 1138: DetectedObjs=4 : numTLVs=5
1138, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1138, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 312, 712
1138, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 288, 576
1138, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 159, 503
Frame 1139: DetectedObjs=4 : numTLVs=5
1139, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1139, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 711
1139, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 276, 588
1139, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 168, 496
Frame 1140: DetectedObjs=4 : numTLVs=5
1140, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1140, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1140, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 294, 569
1140, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 168, 495
Frame 1141: DetectedObjs=4 : numTLVs=5
1141, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1141, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 319, 705
1141, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 305, 558
1141, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 153, 502
Frame 1142: DetectedObjs=4 : numTLVs=5
1142, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1142, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 711
1142, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 282, 582
1142, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 156, 507
Frame 1143: DetectedObjs=3 : numTLVs=5
1143, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1143, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 711
1143, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 289, 574
Frame 1144: DetectedObjs=4 : numTLVs=5
1144, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1144, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 324, 700
1144, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 298, 566
1144, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 156, 498
Frame 1145: DetectedObjs=4 : numTLVs=5
1145, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1145, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1145, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 285, 579
1145, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 162, 504
Frame 1146: DetectedObjs=4 : numTLVs=5
1146, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1146, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 709
1146, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 295, 569
1146, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 168, 501
Frame 1147: DetectedObjs=4 : numTLVs=5
1147, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1147, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 709
1147, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 296, 568
1147, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 176, 488
Frame 1148: DetectedObjs=4 : numTLVs=5
1148, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1148, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 319, 705
1148, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 301, 563
1148, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 175, 491
Frame 1149: DetectedObjs=3 : numTLVs=5
1149, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1149, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1149, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 295, 568
Frame 1150: DetectedObjs=4 : numTLVs=5
1150, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1150, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1150, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 292, 571
1150, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 170, 495
Frame 1151: DetectedObjs=4 : numTLVs=5
1151, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1151, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 311, 713
1151, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 286, 578
1151, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 178, 491
Frame 1152: DetectedObjs=4 : numTLVs=5
1152, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1152, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 312, 711
1152, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 295, 568
1152, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 168, 496
Frame 1153: DetectedObjs=4 : numTLVs=5
1153, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1153, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1153, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 290, 573
1153, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 165, 498
Frame 1154: DetectedObjs=4 : numTLVs=5
1154, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1154, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 319, 705
1154, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 294, 570
1154, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 172, 495
Frame 1155: DetectedObjs=4 : numTLVs=5
1155, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1155, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 707
1155, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 290, 573
1155, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 165, 497
Frame 1156: DetectedObjs=4 : numTLVs=5
1156, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1156, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 317, 707
1156, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 302, 561
1156, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 169, 493
Frame 1157: DetectedObjs=4 : numTLVs=5
1157, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1157, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 711
1157, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 302, 562
1157, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 165, 497
Frame 1158: DetectedObjs=4 : numTLVs=5
1158, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1158, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 708
1158, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 288, 575
1158, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 160, 503
Frame 1159: DetectedObjs=4 : numTLVs=5
1159, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1159, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 312, 711
1159, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 298, 565
1159, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 174, 494
Frame 1160: DetectedObjs=3 : numTLVs=5
1160, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1160, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 710
1160, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 291, 573
Frame 1161: DetectedObjs=4 : numTLVs=5
1161, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1161, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1161, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 284, 578
1161, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 169, 498
Frame 1162: DetectedObjs=4 : numTLVs=5
1162, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1162, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 711
1162, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 288, 575
1162, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 167, 502
Frame 1163: DetectedObjs=4 : numTLVs=5
1163, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1163, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1163, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 290, 572
1163, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 155, 508
Frame 1164: DetectedObjs=4 : numTLVs=5
1164, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1164, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1164, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 293, 570
1164, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 169, 498
Frame 1165: DetectedObjs=4 : numTLVs=5
1165, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1165, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 317, 706
1165, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 283, 580
1165, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 155, 512
Frame 1166: DetectedObjs=4 : numTLVs=5
1166, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1166, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1166, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 294, 569
1166, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 185, 485
Frame 1167: DetectedObjs=4 : numTLVs=5
1167, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1167, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 707
1167, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 281, 581
1167, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 168, 500
Frame 1168: DetectedObjs=4 : numTLVs=5
1168, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1168, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 707
1168, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 296, 567
1168, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 170, 494
Frame 1169: DetectedObjs=4 : numTLVs=5
1169, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1169, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 317, 707
1169, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 284, 579
1169, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 159, 510
Frame 1170: DetectedObjs=4 : numTLVs=5
1170, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 241, 893
1170, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 322, 702
1170, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 291, 573
1170, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 152, 510
Frame 1171: DetectedObjs=4 : numTLVs=5
1171, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1171, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1171, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 281, 582
1171, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 158, 510
Frame 1172: DetectedObjs=4 : numTLVs=5
1172, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1172, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 707
1172, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 300, 563
1172, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 154, 502
Frame 1173: DetectedObjs=4 : numTLVs=5
1173, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 241, 893
1173, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 709
1173, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 280, 582
1173, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 166, 505
Frame 1174: DetectedObjs=4 : numTLVs=5
1174, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 892
1174, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 313, 710
1174, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 295, 569
1174, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 165, 497
Frame 1175: DetectedObjs=4 : numTLVs=5
1175, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1175, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1175, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 293, 570
1175, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 175, 492
Frame 1176: DetectedObjs=4 : numTLVs=5
1176, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1176, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 312, 712
1176, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 289, 574
1176, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 164, 500
Frame 1177: DetectedObjs=4 : numTLVs=5
1177, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1177, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 318, 706
1177, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 289, 574
1177, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 151, 509
Frame 1178: DetectedObjs=4 : numTLVs=5
1178, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1178, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 318, 706
1178, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 291, 572
1178, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 176, 491
Frame 1179: DetectedObjs=4 : numTLVs=5
1179, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1179, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 317, 707
1179, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 282, 582
1179, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 182, 488
Frame 1180: DetectedObjs=4 : numTLVs=5
1180, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1180, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1180, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 293, 571
1180, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 161, 499
Frame 1181: DetectedObjs=4 : numTLVs=5
1181, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1181, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 709
1181, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 296, 567
1181, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 161, 508
Frame 1182: DetectedObjs=4 : numTLVs=5
1182, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1182, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1182, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 289, 575
1182, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 184, 488
Frame 1183: DetectedObjs=4 : numTLVs=5
1183, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1183, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 317, 707
1183, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 297, 566
1183, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 165, 498
Frame 1184: DetectedObjs=4 : numTLVs=5
1184, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1184, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1184, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 288, 575
1184, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 166, 505
Frame 1185: DetectedObjs=4 : numTLVs=5
1185, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1185, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 321, 703
1185, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 308, 556
1185, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 162, 497
Frame 1186: DetectedObjs=4 : numTLVs=5
1186, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 241, 894
1186, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 709
1186, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 292, 572
1186, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 164, 494
Frame 1187: DetectedObjs=4 : numTLVs=5
1187, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1187, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 321, 703
1187, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 300, 563
1187, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 159, 502
Frame 1188: DetectedObjs=4 : numTLVs=5
1188, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1188, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 709
1188, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 285, 578
1188, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 169, 504
Frame 1189: DetectedObjs=4 : numTLVs=5
1189, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1189, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 321, 703
1189, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 294, 569
1189, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 174, 492
Frame 1190: DetectedObjs=4 : numTLVs=5
1190, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1190, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 319, 705
1190, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 299, 565
1190, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 175, 493
Frame 1191: DetectedObjs=4 : numTLVs=5
1191, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1191, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 318, 706
1191, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 286, 578
1191, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 165, 499
Frame 1192: DetectedObjs=4 : numTLVs=5
1192, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1192, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1192, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 298, 566
1192, obj_3, -0.034085, 1.090184, 0.000000, 0.000000, 156, 503
Frame 1193: DetectedObjs=4 : numTLVs=5
1193, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1193, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 311, 713
1193, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 296, 567
1193, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 172, 496
Frame 1194: DetectedObjs=4 : numTLVs=5
1194, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1194, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 315, 709
1194, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 297, 566
1194, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 159, 504
Frame 1195: DetectedObjs=4 : numTLVs=5
1195, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1195, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 311, 713
1195, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 292, 571
1195, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 166, 500
Frame 1196: DetectedObjs=4 : numTLVs=5
1196, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1196, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 319, 705
1196, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 294, 569
1196, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 159, 504
Frame 1197: DetectedObjs=4 : numTLVs=5
1197, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1197, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 320, 704
1197, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 305, 558
1197, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 170, 498
Frame 1198: DetectedObjs=4 : numTLVs=5
1198, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 243, 892
1198, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 316, 708
1198, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 288, 575
1198, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 162, 501
Frame 1199: DetectedObjs=4 : numTLVs=5
1199, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1199, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1199, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 290, 574
1199, obj_3, 0.000000, 1.090717, 0.000000, 0.000000, 166, 499
Frame 1200: DetectedObjs=4 : numTLVs=5
1200, obj_0, 0.009544, 0.305252, 0.000000, 0.000000, 242, 893
1200, obj_1, 0.017724, 0.566896, 0.000000, 0.000000, 314, 710
1200, obj_2, 0.000000, 0.828945, 0.000000, 0.000000, 289, 574
